listing_id,dayname,price
3225871,Sunday,36.19230769230769
3225871,Thursday,36.22641509433962
3225871,Tuesday,36.21153846153846
3225871,Wednesday,36.28846153846154
3244166,Friday,225.0188679245283
3244166,Monday,205.46153846153845
3244166,Saturday,223.53846153846155
3244166,Sunday,206.59615384615384
3244166,Thursday,207.30769230769232
3244166,Tuesday,205.46153846153845
3244166,Wednesday,206.23076923076923
3268055,Friday,67.21153846153847
3268055,Monday,65.46153846153847
3268055,Saturday,67.40384615384616
3268055,Sunday,65.46153846153847
3268055,Thursday,66.35849056603773
3268055,Tuesday,65.46153846153847
3268055,Wednesday,65.46153846153847
3300523,Friday,100.0
3300523,Monday,100.0
3300523,Saturday,100.0
3300523,Sunday,100.0
3300523,Thursday,100.0
3300523,Tuesday,100.0
3300523,Wednesday,100.0
3314819,Friday,40.01923076923077
3314819,Monday,38.40384615384615
3314819,Saturday,39.84615384615385
3314819,Sunday,38.57692307692308
3314819,Thursday,38.301886792452834
3314819,Tuesday,38.36538461538461
3314819,Wednesday,38.42307692307692
3369973,Friday,151.09615384615384
3369973,Monday,132.30769230769232
3369973,Saturday,151.1346153846154
3369973,Sunday,132.30769230769232
3369973,Thursday,136.0754716981132
3369973,Tuesday,132.21153846153845
3369973,Wednesday,132.59615384615384
3390324,Friday,75.0
3390324,Monday,75.0
3390324,Saturday,75.0
3390324,Sunday,75.0
3390324,Thursday,75.0
3390324,Tuesday,75.0
3390324,Wednesday,75.0
3405282,Friday,75.38461538461539
3405282,Monday,75.0
3405282,Saturday,75.67307692307692
3405282,Sunday,75.0
3405282,Thursday,75.0
3405282,Tuesday,75.0
3405282,Wednesday,75.0
3454237,Friday,95.76923076923077
3454237,Monday,95.03846153846153
3454237,Saturday,95.76923076923077
3454237,Sunday,95.03846153846153
3454237,Thursday,95.66037735849056
3454237,Tuesday,95.03846153846153
3454237,Wednesday,95.07692307692308
3522134,Friday,65.0
3522134,Monday,65.0
3522134,Saturday,65.0
3522134,Sunday,65.0
3522134,Thursday,65.0
3522134,Tuesday,65.0
3522134,Wednesday,65.0
3529241,Friday,87.0
3529241,Monday,87.0
3529241,Saturday,87.0
3529241,Sunday,87.0
3529241,Thursday,87.0
3529241,Tuesday,87.0
3529241,Wednesday,87.0
3563156,Friday,47.0
3563156,Monday,47.0
3563156,Saturday,47.0
3563156,Sunday,47.0
3563156,Thursday,47.0
3563156,Tuesday,47.0
3563156,Wednesday,47.0
3569949,Friday,94.21153846153847
3569949,Monday,93.3076923076923
3569949,Saturday,94.57692307692308
3569949,Sunday,93.11538461538461
3569949,Thursday,93.71698113207547
3569949,Tuesday,93.3076923076923
3569949,Wednesday,93.3076923076923
3590634,Friday,106.9423076923077
3590634,Monday,108.5576923076923
3590634,Saturday,106.9423076923077
3590634,Sunday,109.26923076923077
3590634,Thursday,109.77358490566037
3590634,Tuesday,108.92307692307692
3590634,Wednesday,108.92307692307692
3649639,Friday,110.0
3649639,Monday,70.0
3649639,Saturday,110.0
3649639,Sunday,70.38461538461539
3649639,Thursday,79.05660377358491
3649639,Tuesday,70.0
3649639,Wednesday,70.76923076923077
3654375,Friday,145.0
3654375,Monday,125.0
3654375,Saturday,145.0
3654375,Sunday,125.0
3654375,Thursday,125.0
3654375,Tuesday,125.0
3654375,Wednesday,125.0
3741771,Friday,155.0
3741771,Monday,135.0
3741771,Saturday,155.0
3741771,Sunday,135.0
3741771,Thursday,135.0
3741771,Tuesday,135.0
3741771,Wednesday,135.0
3741932,Friday,295.0
3741932,Monday,275.0
3741932,Saturday,295.0
3741932,Sunday,275.0
3741932,Thursday,275.0
3741932,Tuesday,275.0
3741932,Wednesday,275.0
3812545,Friday,144.6153846153846
3812545,Monday,136.92307692307693
3812545,Saturday,144.71153846153845
3812545,Sunday,137.21153846153845
3812545,Thursday,138.11320754716982
3812545,Tuesday,137.30769230769232
3812545,Wednesday,138.07692307692307
3868452,Friday,251.41509433962264
3868452,Monday,246.53846153846155
3868452,Saturday,251.53846153846155
3868452,Sunday,251.15384615384616
3868452,Thursday,251.15384615384616
3868452,Tuesday,246.53846153846155
3868452,Wednesday,246.53846153846155
3868910,Friday,135.0
3868910,Monday,120.0
3868910,Saturday,135.0
3868910,Sunday,120.0
3868910,Thursday,120.0
3868910,Tuesday,120.0
3868910,Wednesday,120.0
3888845,Friday,164.42307692307693
3888845,Monday,76.46153846153847
3888845,Saturday,164.42307692307693
3888845,Sunday,79.15384615384616
3888845,Thursday,82.50943396226415
3888845,Tuesday,74.6923076923077
3888845,Wednesday,75.07692307692308
3889212,Friday,96.75
3889212,Monday,94.15384615384616
3889212,Saturday,97.21153846153847
3889212,Sunday,94.63461538461539
3889212,Thursday,95.0
3889212,Tuesday,94.15384615384616
3889212,Wednesday,94.15384615384616
3893957,Friday,195.0
3893957,Monday,195.0
3893957,Saturday,195.0
3893957,Sunday,195.0
3893957,Thursday,195.0
3893957,Tuesday,195.0
3893957,Wednesday,195.0
3968877,Friday,99.07692307692308
3968877,Monday,96.34615384615384
3968877,Saturday,99.26923076923077
3968877,Sunday,96.8076923076923
3968877,Thursday,96.9245283018868
3968877,Tuesday,96.34615384615384
3968877,Wednesday,96.48076923076923
3986614,Friday,60.679245283018865
3986614,Monday,56.71153846153846
3986614,Saturday,60.44230769230769
3986614,Sunday,57.84615384615385
